"iYogaClass.com",(646) 915-0369,"",New York, NY 10025
"Pilates Pro Works",(212) 929-6106,"47 W 14th St",New York, NY 10011
"Om Factory Flight School",(212) 353-3500,"873 Broadway",New York, NY 10003
"Yoga 216",(212) 337-3530,"511 W 20th St",New York, NY 10011
"Hari NYC Inc",(212) 465-0606,"140 W 30th St Rm 3w",New York, NY 10001
"Your-Movement Wellness Center",(212) 302-5651,"43 W. 46th Street (between 5 & 6 ave), 3rd Floor,",New York, NY 10036
"Pure Barre",(314) 721-9300,"1841 Broadway Rm 330",New York, NY 10023
"World Gym",(212) 874-0942,"1926 Broadway",New York, NY 10023
"Nalini Method",(646) 775-6145,"48 W 68th St",New York, NY 10023
"A Fit Way Personal Training",(203) 521-2811,"",New York, NY 10025
"Fully Centered",(917) 315-4241,"",New York, NY 10003
"Steve Sweat NYC Fitness",(917) 553-0267,"22 W 19th St",New York, NY 10011
"The Pilates Room, NYC",(212) 206-1827,"150 W 28th St Ste 901",New York, NY 10001
"Temple Tower Society",(646) 481-7530,"44 E 32nd St",New York, NY 10016
"Vivacity Acupuncture",(646) 481-4228,"123 4th Ave",New York, NY 10003
"Beyond Body Mind Spirit",(212) 889-4986,"10 Park Ave",New York, NY 10016
"Yoga With Gia",(212) 675-1394,"137 W 14th St",New York, NY 10011
"Well Balanced Chiropractic",(212) 579-2858,"113 W 78th St",New York, NY 10024
"BellaVita: Fitness & Wellness",(917) 722-2378,"227 W 29th St",New York, NY 10001
"Yoga Sutra NYC",(212) 490-1443,"6 E 39th St",New York, NY 10016
"Rock Fit Plus",(917) 332-9700,"301 E 57th St",New York, NY 10022
"Healing is Appealing",(917) 426-1610,"537 W 59th St",New York, NY 10019
"Exhale New York - Upper East Side",(212) 561-6400,"980 Madison Ave",New York, NY 10075
"Keshava Radha Yoga",(917) 849-9716,"255 W 36th St Rm 1006",New York, NY 10018
"Bodysmith Co",(212) 249-1824,"167 E 67th St",New York, NY 10065
"Life In Motion",(212) 666-0870,"2744 Broadway",New York, NY 10025
"Vishwa Dharma Mandalam",(888) 474-1218,"96 Avenue B",New York, NY 10009
"Prana Power Yoga",(718) 246-9642,"229 Smith St",Brooklyn, NY 11231
"Yogasana-Center-For-Yoga",(718) 789-7255,"90 5th Ave",Brooklyn, NY 11217
"Studio Maya",(917) 837-3705,"603 Bergen St",Brooklyn, NY 11238
"Suryasta Yoga",(347) 223-4246,"637 41st St",Brooklyn, NY 11232
"Red Apple Yoga",(347) 559-5601,"379 7th St",Brooklyn, NY 11215
"Bella Bellies",(201) 705-4018,"720 Monroe St",Hoboken, NJ 07030
"MAUSA Health & Fitness Center",(718) 210-3190,"759 Washington Ave",Brooklyn, NY 11238
"Bikram Yoga Park Slope",(718) 399-3369,"507 Flatbush Ave",Brooklyn, NY 11225
"Abhaya Yoga",(718) 522-3635,"48 John St",Brooklyn, NY 11201
"Brooklyn Yoga Project",(917) 909-0412,"185 Sackett St",Brooklyn, NY 11231
"CorePower Yoga",(917) 810-3578,"159 N 4th St",Brooklyn, NY 11211
"Area Yoga",(718) 797-3699,"389 Court St",Brooklyn, NY 11231
"Abhaya Yoga Gowanus",(718) 682-3270,"43d 9th St",Brooklyn, NY 11215
"PIRATE.COM - Rehearsal Studios",(844) 274-7283,"156 6th St",Brooklyn, NY 11215
"PIRATE.COM - Rehearsal Studios",(844) 274-7283,"110 Scott Ave",Brooklyn, NY 11237
"Abhaya Yoga",(718) 722-7840,"135 Plymouth St",Brooklyn, NY 11201
"BK Yoga Psychotherapy",(858) 529-5334,"26 Court St",Brooklyn, NY 11242
"YogaWorks",(718) 687-4340,"210 Joralemon St",Brooklyn, NY 11201
"Powerflow Yoga",(201) 433-2032,"160 Morgan St",Jersey City, NJ 07302
"Surya Yoga Academy",(201) 798-7498,"341 Grove St",Jersey City, NJ 07302
"The Hudson Yoga Project",(201) 850-1104,"44 Hudson Pl",Hoboken, NJ 07030
"Surya Yoga Academy",(201) 798-7498,"79 Hudson St Ste 103ll",Hoboken, NJ 07030
"Y 7 Studio",(646) 820-0781,"240 Kent Ave",Brooklyn, NY 11249
"Powerflow Yoga",(201) 533-9642,"104 Hudson St",Hoboken, NJ 07030
"Tangerine Hot Power Yoga",(718) 855-8622,"225 Schermerhorn St",Brooklyn, NY 11201
"Yoga",(347) 889-5424,"155 Smith St",Brooklyn, NY 11201
"Modo Yoga Nyc",(347) 889-7248,"109 Metropolitan Ave",Brooklyn, NY 11249
"Zen Mommas",(917) 547-0400,"40 N 4th St Apt 5c",Brooklyn, NY 11249
"Pavana Yoga",(201) 683-6155,"251 1st St",Hoboken, NJ 07030
"Kula Yoga Project",(347) 463-9886,"85 N 3rd St",Brooklyn, NY 11249
"Seeds of Change Mala",(917) 459-6155,"27 N 6th st",Brooklyn, NY 11249
"Sacred Brooklyn",(718) 855-2973,"334 Myrtle Ave",Brooklyn, NY 11205
"Williamsburg Yoga Psychotherapy",(646) 504-7218,"169 Wythe Ave Apt 106",Brooklyn, NY 11249
"Laughing Lotus Yoga Center",(718) 576-3565,"232 Broadway",Brooklyn, NY 11211
"Devi Yoga Studio",(646) 645-2188,"246 Grand St",Brooklyn, NY 11211
"Move With Grace",(718) 230-0013,"431 Myrtle Ave",Brooklyn, NY 11205
"Bikram Yoga",(201) 798-7498,"618 Washington St",Hoboken, NJ 07030
"Alexandra Plante Yoga",(973) 951-6883,"536 Garden St",Hoboken, NJ 07030
"Brooklyn Yoga Club",(646) 509-4174,"206 Vanderbilt Ave",Brooklyn, NY 11205
"Monkey Do Yoga",(917) 361-5322,"557 Atlantic Ave",Brooklyn, NY 11217
"Asana Soul Practice",(201) 792-5254,"411 Jefferson St",Hoboken, NJ 07030
"Nirvana Yoga & Wellne",(347) 413-5307,"602 Myrtle Ave",Brooklyn, NY 11205
"Yvayoga",(646) 961-7123,"285 Willoughby Ave",Brooklyn, NY 11205
"In Home Yoga",(917) 312-8880,"727 Monroe St Apt 206",Hoboken, NJ 07030
"Hosh Dou",(718) 638-1569,"214 Greene Ave",Brooklyn, NY 11238
"Sattva Yoga Jersey City",(201) 239-7168,"523 Palisade Ave",Jersey City, NJ 07307
"Dou Yoga",(718) 638-1569,"281 Greene Ave",Brooklyn, NY 11238
"Hosh",(718) 638-1569,"281 Greene Ave",Brooklyn, NY 11238
"Abhyasa Yoga Center",(718) 302-1499,"116 Skillman Ave",Brooklyn, NY 11211
"Yoga With Dina",(617) 501-3401,"142 Nassau Ave",Brooklyn, NY 11222
"Ayurvedic Yoga Detox",(718) 383-1750,"172 Norman Ave",Brooklyn, NY 11222
"Lucent Yoga",(718) 383-1750,"172 Norman Ave",Brooklyn, NY 11222
"Sacred Brooklyn",(347) 715-4112,"197 Clifton Pl",Brooklyn, NY 11216
"Flexible Rhythm Yoga",(732) 547-3040,"1411 Grand St",Hoboken, NJ 07030
"Narayana Integrative Center Ltd",(212) 280-1000,"191 Nassau Ave",Brooklyn, NY 11222
"Real Hot Yoga",(201) 222-1007,"1414 Grand St",Hoboken, NJ 07030
"Makara Studio",(347) 357-8946,"164 Montrose Ave",Brooklyn, NY 11206
"Jennifer Brilliant Yoga",(718) 499-7282,"732a Carroll St",Brooklyn, NY 11215
"Yogamela Studio And Physical Therapy Center",(718) 709-7108,"88 Seigel St Fl 2",Brooklyn, NY 11206
"Urban Lotus NYC at Lhyc",(917) 226-6313,"1500 Harbor Blvd",Weehawken, NJ 07086
"Sensei Yoga",(206) 920-1621,"307 Hart St",Brooklyn, NY 11206
"Thirdeye Yoga",(718) 865-8568,"433 7th Ave",Brooklyn, NY 11215
"Stacked Yoga",(347) 529-2005,"405 Tompkins Ave",Brooklyn, NY 11216
"Loom Yoga Studios",(646) 504-0121,"1087 Flushing Ave",Brooklyn, NY 11237
"Amayasana Yoga & Pilates",(516) 477-2904,"269 Stuyvesant Ave",Brooklyn, NY 11221
"Yogasole",(718) 541-1382,"254 Windsor Pl",Brooklyn, NY 11215
"Yoga Tribe Brooklyn",(718) 399-3369,"1120 Washington Ave",Brooklyn, NY 11225
"Vero Yoga NYC",(646) 391-3266,"208 Midwood St",Brooklyn, NY 11225
"Mala Yoga",(929) 900-5817,"162 Court St",Brooklyn, NY 11201
"Move With Grace",(718) 230-0013,"469 Myrtle Ave",Brooklyn, NY 11205
"Hosh Yoga",(718) 599-9642,"51 Nassau Ave",Brooklyn, NY 11222
"Bikram Yoga Brooklyn",(718) 797-2100,"106 Montague St",Brooklyn, NY 11201
"Abhyasa Yoga Center",(718) 782-8272,"628 Metropolitan Ave",Brooklyn, NY 11211
"Bikram Yoga South Slope",(718) 788-3688,"555 5th Ave Ste 2",Brooklyn, NY 11215
"The Yoga Room",(718) 786-7962,"1014 47th Ave",Long Island City, NY 11101
"Surya Yoga Academy",(201) 798-7498,"618 Washington St",Hoboken, NJ 07030
"Catcow Yoga",(718) 389-7971,"118 Freeman St",Brooklyn, NY 11222
"Jaya Yoga & Wellness Center",(718) 788-8788,"1626 8th Ave",Brooklyn, NY 11215
"Greenhouse Holistic",(718) 599-3113,"218 N 7th St",Brooklyn, NY 11211
"Yoga Center",(718) 858-4554,"519 Court St",Brooklyn, NY 11231
"Bend & Bloom Yoga",(347) 987-3162,"708 Sackett St",Brooklyn, NY 11217
"Bija Kids",(347) 294-0653,"900 Fulton St",Brooklyn, NY 11238
"Yogasana Center For Yoga",(718) 789-7255,"118 3rd Ave",Brooklyn, NY 11217
"Flesh and Bone Pilates",(718) 218-8822,"37 S 3rd St",Brooklyn, NY 11249
"Ashtanga Yoga Brooklyn",(786) 208-9174,"112 N 6th St",Brooklyn, NY 11249
"New Leaf",(718) 369-0005,"142 Prospect Ave",Brooklyn, NY 11215
"Aroha Yoga and Wellness",(917) 359-5168,"160 Montague St",Brooklyn, NY 11201
"Yoga Shunya",(201) 610-9737,"275 Grove St",Jersey City, NJ 07302
"Unnata Aerial Yoga",(646) 205-3210,"241 Bedford Ave",Brooklyn, NY 11211
"Mimi Kids Yoga",(201) 222-1814,"1001 Bloomfield St",Hoboken, NJ 07030
"Hosh Yoga Clinton Hill",(718) 638-1569,"214 Greene Ave",Brooklyn, NY 11238
"Yoga 3",(201) 798-1770,"846 Newark Ave",Jersey City, NJ 07306
"Sangha Yoga Shala",(718) 384-2097,"107 N 3rd St Apt 3e",Brooklyn, NY 11249
"Yoga To The People",(718) 388-8960,"211 N 11th St",Brooklyn, NY 11211
"Pranavah Yoga Studio",(718) 392-0979,"4746 Vernon Blvd",Long Island City, NY 11101
"Yoga Devanand Med",(201) 430-3111,"1617 Bergenline Ave",Union City, NJ 07087
"Shala",(718) 522-2088,"83 Lafayette Ave",Brooklyn, NY 11217
"Usha Veda Yoga",(718) 383-0901,"1006 Manhattan Ave",Brooklyn, NY 11222
"Yoga in Brooklyn, Private Lessons",(646) 554-5704,"105 15th St",Brooklyn, NY 11215
"Living Yoga",(718) 261-9642,"11720 Queens Blvd",Forest Hills, NY 11375
"Bikram Yoga Rego Park",(718) 275-2100,"6507 Woodhaven Blvd Ste 3",Rego Park, NY 11374
"Welcome Om Yoga",(862) 902-6637,"45 Bleeker St",Newark, NJ 07102
"Shakti Yoga Center",(718) 442-9400,"3 Victory Blvd",Staten Island, NY 10301
"The Green Spa & Wellness Center",(929) 377-5081,"8804 3rd Ave",Brooklyn, NY 11209
"Dahn Yoga",(718) 261-5588,"10814 72nd Ave",Forest Hills, NY 11375
"Creative Vibrations Yoga Studio And Spa",(347) 345-6095,"2255 31st St",Astoria, NY 11105
"Secaucus Body and Brain Yoga and Taichi",(201) 864-2095,"225 Moller St",secaucus, NJ 07094
"Owl's Head Yoga",(347) 719-2363,"278 73rd St",Brooklyn, NY 11209
"Yoga Nidra Studio",(347) 316-8642,"7217 13th Ave",Brooklyn, NY 11228
"Jaya Yoga Center",(917) 740-5292,"2902 Fort Hamilton Pkwy",Brooklyn, NY 11218
"The Fitness Room",(718) 673-8529,"5639 61st St",Maspeth, NY 11378
"Rosie Yoga and Pilates",(646) 247-0319,"1974 Bergen St",Brooklyn, NY 11233
"Urban Yoga Foundation Inc",(201) 861-2371,"7002 Kennedy Blvd E",West New York, NJ 07093
"Family of Light Holis",(718) 928-7771,"717 Coney Island Ave",Brooklyn, NY 11218
"Third Root Community Health Center",(718) 940-9343,"380 Marlborough Rd",Brooklyn, NY 11226
"Dahn Center",(718) 205-4435,"4107 69th St",Woodside, NY 11377
"Baqaa Yoga & Fitness",(650) 400-6411,"120 78th St",North Bergen, NJ 07047
"Bikram Yoga Astoria Queens",(718) 777-9642,"3801 23rd Ave",Astoria, NY 11105
"Dahn Yoga",(718) 765-0099,"8206 3rd Ave",Brooklyn, NY 11209
"Artful Soul Yoga",(646) 601-9504,"2268 36th St",Astoria, NY 11105
"Ojas Yoga Center",(201) 927-2519,"9019 River Rd",North Bergen, NJ 07047
"Calm Heart Yoga",(516) 776-8245,"2114 Steinway St",Astoria, NY 11105
"Shanti Baby Yoga & Wellness",(646) 823-7261,"8717 3rd Ave",Brooklyn, NY 11209
"Yoga in Bay Ridge Ltd",(347) 420-1272,"9016 4th Ave",Brooklyn, NY 11209
"Hot Yoga 4 You",(718) 275-2100,"6507 Woodhaven Blvd",Rego Park, NY 11374
"Be Yoga & Dance",(718) 981-0010,"1270 Bay St",Staten Island, NY 10305
"Harrison Health and Wellness Center",(862) 229-2940,"209 Frank E Rodgers Blvd S",Harrison, NJ 07029
"Ashakta Yoga",(917) 623-2143,"514 Quentin Rd",Brooklyn, NY 11223
"Soul In Motion Entertainment",(718) 338-4709,"2172 Flatbush Ave",Brooklyn, NY 11234
"Sunpeace",(973) 449-3349,"425 N 2nd St",East Newark, NJ 07029
"New Ark Yoga & Wellness",(201) 207-4448,"39 Lincoln Park Apt 6d",Newark, NJ 07102
"Yumcha Yoga",(718) 321-8348,"3359 Farrington St",Flushing, NY 11354
"Susan Rubin Wellness",(914) 393-6517,"",
"Namaste PR",(787) 908-2477,"",
"The Yoga Wellness Space",(732) 907-9642,"",
"Brooklyn Vindhya Yoga",(718) 331-2037,"44 Avenue O",Brooklyn, NY 11204
"Master Yoga Studio",(347) 533-6227,"482 Coney Island Ave",Brooklyn, NY 11218
"Yoga Center",(718) 858-4554,"519 Brooklyn Ave",Brooklyn, NY 11225
"Butterfly Yoga by Jola",(347) 221-3967,"6012 69th Ave",Ridgewood, NY 11385
"Yoga Spot 1 Inc",(718) 339-6425,"1957 Coney Island Ave",Brooklyn, NY 11223
"Queens Yoga Studios Corporation",(718) 777-9642,"3203 Steinway St",Astoria, NY 11103
"Yoga Agora",(718) 626-0680,"3302 Broadway",Astoria, NY 11106
"The yoga room",(718) 274-0255,"3801 35th Ave",Long Island City, NY 11101
"Aroha Yoga and Wellness",(917) 359-5168,"51 Dahill Rd",Brooklyn, NY 11218
"Arohallness",(917) 369-5168,"51 Dahill Rd",Brooklyn, NY 11218
"Da Nu Spot Inc",(718) 339-0003,"1219 Quentin Rd",Brooklyn, NY 11229
"Mimi For Me Yoga",(718) 505-9642,"7611 37th Ave",Jackson Heights, NY 11372
"Divamukti Yoga",(917) 916-6824,"4507 25th Ave Apt 1",Astoria, NY 11103
"Bikram Yoga",(718) 833-9200,"8302 5th Ave",Brooklyn, NY 11209
"Zen Yoga",(718) 544-9642,"10721 71st Ave",Forest Hills, NY 11375
"Giving Tree Yoga Studio",(718) 728-0110,"2256 31st St",Astoria, NY 11105
"Ramakrishnananda Yoga Vedanta",(888) 474-1218,"2029 38th St",Astoria, NY 11105
"Vishwa Dharma Mandalam",(347) 808-9501,"2029 38th St",Astoria, NY 11105
"Yogi Gupta Ashram",(718) 592-3217,"9016 51st Ave",Elmhurst, NY 11373
"Genesis Society",(347) 497-3673,"10202 Metropolitan Ave",Forest Hills, NY 11375
"Usa Devanand Yoga Center",(718) 426-4643,"6610 Woodside Ave",Woodside, NY 11377
"Sitarrey",(212) 372-8001,"781 Newark Ave",Jersey City, NJ 07306
"Elite Fitness Studio",(718) 596-0006,"111 Union St",Brooklyn, NY 11231
"Area Emporium & Spa",(718) 624-3157,"281 Smith St",Brooklyn, NY 11231
"Jivamukti Yoga Center Jersey City",(201) 993-1110,"171 Newark Ave",Jersey City, NJ 07302
"Pure Barre",(908) 642-4730,"207 Van Vorst St",Jersey City, NJ 07302
"Pure Barre",(347) 987-3609,"266 Court St",Brooklyn, NY 11231
"Pure Barre",(718) 384-3481,"204 Wythe Ave",Brooklyn, NY 11249
"Roots Yoga Studio",(201) 238-9903,"2983 John F Kennedy Blvd Ste 403",Jersey City, NJ 07306
"Pure Barre",(718) 683-9041,"4632 Vernon Blvd",Long Island City, NY 11101
"J Z T Dance & Yoga",(201) 867-4500,"4500 Park Ave",Weehawken, NJ 07086
"The Fitness Guru",(718) 237-0207,"77 Front St",Brooklyn, NY 11201
"FindMyTribeNYC",(267) 234-1406,"229 Clinton St Apt 6",Hoboken, NJ 07030
"Fitness Meets Dance Studio",(551) 221-1458,"38 Jackson St",Hoboken, NJ 07030
"Pure Barre",(718) 383-3000,"225 Franklin St",Brooklyn, NY 11222
"Holistic Life Works",(917) 701-1105,"463 Clinton Ave",Brooklyn, NY 11238
"Yoga in the Heights",(732) 654-2103,"317 Central Ave",Jersey City, NJ 07307
"Martial Arts USA",(718) 210-3190,"759 Washington Ave",Brooklyn, NY 11238
"Slope Wellness",(718) 415-0738,"816 8th Ave",Brooklyn, NY 11215
"The Living Gallery",(631) 377-1998,"1094 Broadway",Brooklyn, NY 11221
"Slope Fitness",(718) 783-4343,"808 Union St Ste 2",Brooklyn, NY 11215
"Mike Comparetto",(917) 727-3217,"725 4th Ave",Brooklyn, NY 11232
"Golden Light Yoga",(917) 677-5843,"19 Diamond St Apt 12",Brooklyn, NY 11222
"Dirty Yoga Co.",(917) 338-1820,"320 State St",Brooklyn, NY 11201
"Genesis Tree Of Life Yoga & Wellness",(718) 544-5997,"10202 Metropolitan Ave",Forest Hills, NY 11375
"Forum Fitness Club",(201) 339-0050,"21 W 25th St",Bayonne, NJ 07002
"Brooklyn Yoga and Pilates",(347) 405-8514,"5418 Church Ave",Brooklyn, NY 11203
"MYoga",(718) 288-9434,"1002 Quentin Rd Ste 3020",Brooklyn, NY 11223
"Evolutions Sports Club",(718) 349-3494,"3711 35th Ave",Long Island City, NY 11101
"Bamboo Moves",(718) 263-0788,"10740 Queens Blvd Ste 206",Forest Hills, NY 11375
"AuM Body & Soul Spa",(201) 520-0211,"7000 J F Kennedy Boulevard East",Guttenberg, NJ 07093
"Tarot readings by Alisha",(917) 691-6367,"115 River Rd",Edgewater, NJ 07020
"NS Workouts",(347) 732-9820,"4110 Saint James Ave",Elmhurst, NY 11373
"Pure Barre",(646) 358-4568,"526 86th St",Brooklyn, NY 11209
"World Gym",(201) 941-8845,"323 Bergen Blvd",Fairview, NJ 07022
"Pure Barre",(201) 500-9394,"905 River Rd",Edgewater, NJ 07020
"World Gym",(718) 366-9700,"1661 Weirfield St",Ridgewood, NY 11385
"Yoga and New Energy",(201) 864-2095,"812 2nd St",Secaucus, NJ 07094
"Pakua McDonald",(347) 338-8334,"1115 Mcdonald Ave",Brooklyn, NY 11230
"Urzua Queens Center of Performing Arts",(929) 522-0782,"8111 Roosevelt Ave 2nd fl",Jackson Heights, NY 11372
"World Gym",(718) 459-3248,"6575 Woodhaven Blvd",Rego Park, NY 11374
"All Fit Studios",(201) 851-2349,"196 Broadway",Bayonne, NJ 07002
"Vocalz By Jamelle",(347) 661-2264,"841 Courtlandt Ave",Bronx, NY 10451
"All Vegetarian Ezine",(212) 270-8773,"",
"Psychic Readings By Elaine",(917) 833-1406,"",
"World Gym",(888) 547-0875,"",
"Life Health and Fitness",(718) 349-3494,"3711 35th Ave",Long Island City, NY 11101
"Natural Balance Massage & Wellness Center",(718) 336-8400,"3013 Quentin Rd",Brooklyn, NY 11234
