"displayName","contactName","Phone","reviewRating","numReviews","location","city","state","zip"
"Chris Elliott Builder","Chris Elliott","0414 511 367","5.0","5","Kenmore, Queensland","Kenmore","QLD","4305"
"W.W. Langer Constructions","Werner Langer","(08) 8272 6673","4.9","7","Adelaide, South Australia","Adelaide","SA","5062"
"TO THE MIL excellence in construction","Liam FLOOD","0425 259 002","5.0","5","Randwick, New South Wales","Randwick","NSW","2031"
"Blue Gum Granny Flats","William De Martrin Donos","0499 161 499","5.0","6","Malabar, New South Wales","Malabar","NSW","2036"
"Grantleigh Homes Pty Ltd","Paul Vale","(02) 4312 7428","5.0","6","Dural, New South Wales","Dural","NSW","2158"
"Spinelli Building","Brad Spinelli","0402 245 581","5.0","6","Albury, New South Wales","Albury","NSW","2640"
"Kalios Constructions","Taranga","40939946","5.0","6","Cairns, Queensland","Cairns","QLD","4881"
"Enhance Building","Erwin Fornasier","0409 749 127","5.0","5","Kogarah, New South Wales","Kogarah","NSW","2217"
"Swan and Sons Homes","David Swan","0409 054 983","5.0","6","Wynnum, Queensland","Wynnum","QLD","4178"
"Bayside Built","Bayside Built Developments","0431 434 436","5.0","5","Drummoyne, New South Wales","Drummoyne","NSW","2047"
"Scully Constructions","","0421 885 771","5.0","6","Cromer, New South Wales","Cromer","NSW","2099"
"Calibre Building","Dave @ Nathan Waite","(03) 4050 7134","5.0","4","Northcote, Victoria","Northcote","VIC","3070"
"Cordeaux Constructions","Jim Baker","0417 280 142","5.0","3","Berkeley, New South Wales","Berkeley","NSW","2506"
"Home Builders Pty Ltd","Daniel Petrone","0417 285 719","5.0","5","ROCKDALE, New South Wales","ROCKDALE","NSW","2216"
"CADSCO","Anthony Saroufin","0488 151 187","5.0","5","Sydney, New South Wales","Sydney","NSW","2000"
"Your Asset Renovations","Sophie Hendry","(07) 5444 3687","5.0","4","Mooloolaba, Queensland","Mooloolaba","QLD","4557"
"Duncan Constructions","Glen Duncan","83454334","5.0","4","Beverley, South Australia","Beverley","SA","5009"
"Building Dimensions","Piero Di Giovanni","0405 371 198","5.0","5","Perth, Western Australia","Perth","WA","6021"
"Zenith Homes","Angelo Marcuccio","(02) 9721 2966","5.0","5","Smithfield, New South Wales","Smithfield","NSW","2164"
"Leichhardt Group Pty Ltd","Angelo Di Conza","0412 122 070","5.0","5","Melbourne, Victoria","Melbourne","VIC","3204"
"Greendale Homes","","0418 996 569","5.0","5","Sydney, New South Wales","Sydney","NSW","2170"
"Its Built Design and Construction","Tom Crossling","0423 246 400","4.4","9","Sydney, New South Wales","Sydney","NSW","2000"
"Southern Construction Services","Charlie Kobayati","0414 608 070","5.0","3","Sydney, New South Wales","Sydney","NSW","2000"
"Quinn Homes","Kevin Quinn","(02) 9652 2001","5.0","5","Glenorie, New South Wales","Glenorie","NSW","2157"
"Mink Building Group","Daniel Minkus","0402 308 385","5.0","5","Collaroy, New South Wales","Collaroy","NSW","2148"
"Anthony McLucas Building","Monique McLucas","(07) 4154 7779","5.0","5","Bargara, Queensland","Bargara","QLD","4670"
"Abode New Homes","Abode New Homes","89329999","5.0","5","Palmerston City, Northern Territory","Palmerston City","NT","0832"
"Kinool Construction Pty. Ltd.","Andrew Pullar","(03) 4050 7064","5.0","3","Kooyong, Victoria","Kooyong","VIC","3144"
"Bespoke Family Homes","","(02) 3813 8538","5.0","3","Worrigee, New South Wales","Worrigee","NSW","2540"
"Muir Projects","Zach Muir","0413 511 653","5.0","4","Gymea Bay, New South Wales","Gymea Bay","NSW","2227"
"A Cut Above Constructions","Grant Nicholson","0414 247 268","5.0","5","Sydney, New South Wales","Sydney","NSW","2000"
"Weiss Built Pty Ltd","Brendan Weiss","0407 756 388","5.0","5","Peregian Beach, Queensland","Peregian Beach","QLD","4573"
"Smith & Sons Essendon","Joe DeBono","1300 787 577","5.0","6","Melbourne, Victoria","Melbourne","VIC","3040"
"Smith & Sons Beaconsfield","Hayden Loomes","1300 787 577","4.7","6","Tynong, Victoria","Tynong","VIC","3813"
"Ovens & King Builders","Lachlan Gales","(03) 5721 9648","5.0","5","Wangaratta, Victoria","Wangaratta","VIC","3677"
"Modern Rustic","Piet and Vickie Baxter","0426 893 871","5.0","5","Cairns, Queensland","Cairns","QLD","4879"
"AGN Builders","George Nionakis","1300 880 555","4.8","5","Cheltenham, Victoria","Cheltenham","VIC","3192"
"Classic Constructions","","(02) 6299 8467","5.0","5","Canberra, Australian Capital Territory","Canberra","ACT","2911"
"Bullfrog Constructions","Nathan Parker","1800 428 553","4.8","5","Redlands City, Queensland","Redlands City","QLD","4163"
"Rex Homes","Rex Homes","1300 710 935","4.7","6","Derrimut, Victoria","Derrimut","VIC","3030"
"Tyler Builders","Ben Tyler","0417 413 267","5.0","6","Diddillibah, Queensland","Diddillibah","QLD","4559"
"Reno & Retro","Geordie McCallum","0428 591 662","4.7","6","Fitzroy North, Victoria","Fitzroy North","VIC","3068"
"WIP Residential","Richard Whipp","(07) 4055 1722","4.7","6","Stratford, Queensland","Stratford","QLD","4870"
"Top Build Queensland","Paul McVeigh","(07) 3186 8744","5.0","4","Jindalee, Queensland","Jindalee","QLD","4074"
"BCD Building Pty Ltd","Brendan","(02) 9158 6417","5.0","3","Normanhurst, New South Wales","Normanhurst","NSW","2076"
"Your Asset Renovations","Sophie Hendry","(07) 5444 3687","5.0","4","Mooloolaba, Queensland","Mooloolaba","QLD","4557"
"Olympus Crest","Kon Anastasiou","0409 043 845","5.0","4","Sandringham, Victoria","Sandringham","VIC","3191"
"Core WA","Core WA - Home Renovations and Extension","(08) 9285 0215","5.0","4","Osborne Park, Western Australia","Osborne Park","WA","6017"
"Greenstone Building Solutions","Dean & Natalie Nisbet","0407 593 623","4.8","5","Shailer park, Queensland","Shailer park","QLD","4128"
"Master Constructions Australia","Master Constructions Australia","0458 728 979","5.0","3","Mount Barker, South Australia","Mount Barker","SA","5251"
"A Rolley and Sons","Lee Rolley","54996811","5.0","3","Caloundra, Queensland","Caloundra","QLD","4551"
"Greendale Homes","","0418 996 569","5.0","5","Sydney, New South Wales","Sydney","NSW","2170"
"Its Built Design and Construction","Tom Crossling","0423 246 400","4.4","9","Sydney, New South Wales","Sydney","NSW","2000"
"Upper Level Living","Angie Chandler","0433 994 504","5.0","4","Brisbane, Queensland","Brisbane","QLD","4306"
"Southern Construction Services","Charlie Kobayati","0414 608 070","5.0","3","Sydney, New South Wales","Sydney","NSW","2000"
"S&K Group","Paul Kegen","(03) 9068 9800","5.0","4","Malvern, Victoria","Malvern","VIC","3144"
"Elysium Designed","Lisa Gay","0484 633 622","5.0","4","Brisbane, Queensland","Brisbane","QLD","4101"
"Affinity Designer Homes","","(07) 4051 8866","4.8","4","Cairns, Queensland","Cairns","QLD","4870"
"Bespoke Family Homes","","(02) 3813 8538","5.0","3","Worrigee, New South Wales","Worrigee","NSW","2540"
"Alroy Building and Carpentry","","(07) 3088 9304","5.0","3","Kingscliffe, Queensland","Kingscliffe","QLD","4370"
"Vitalmark Constructions","Boris Lipengold","0432 123 077","5.0","4","MELBOURNE, Victoria","MELBOURNE","VIC","3162"
"LUXE Builders + Designers","Dean De Petra","0425 653 462","5.0","4","Bibra Lake, Western Australia","Bibra Lake","WA","6163"
"Building Dimensions","Piero Di Giovanni","0405 371 198","5.0","5","Perth, Western Australia","Perth","WA","6021"
"Aspire Constructions","Jake Kearns","(02) 7908 0282","5.0","4","Sydney, New South Wales","Sydney","NSW","2026"
"Zenith Homes","Angelo Marcuccio","(02) 9721 2966","5.0","5","Smithfield, New South Wales","Smithfield","NSW","2164"
"Chapman Built","Luke Chapman","0408 681 941","5.0","4","Canberra, Australian Capital Territory","Canberra","ACT","2605"
"PMH Building Co","Peter Handebo","0404 491 925","5.0","4","Woodlands, New South Wales","Woodlands","NSW","2575"
"Prescom Constructions","Simon Mannah","0415 287 701","5.0","4","Sydney, New South Wales","Sydney","NSW","2226"
"Durant Building Design Management","Troy Durante","0411 208 601","5.0","4","Gerringong, New South Wales","Gerringong","NSW","2534"
"Abode Inspirations","","(03) 9813 8833","5.0","4","Glen Iris, Victoria","Glen Iris","VIC","3146"
"Astor Homes","Leyna Kokenyesy","(02) 8603 9894","5.0","4","New South Wales","","NSW","2073"
"Anthony McLucas Building","Monique McLucas","(07) 4154 7779","5.0","5","Bargara, Queensland","Bargara","QLD","4670"
"Kinool Construction Pty. Ltd.","Andrew Pullar","(03) 4050 7064","5.0","3","Kooyong, Victoria","Kooyong","VIC","3144"
"Alroy Building and Carpentry","","(07) 3088 9304","5.0","3","Kingscliffe, Queensland","Kingscliffe","QLD","4370"
"B&K Developments NSW","","(02) 4384 4159","5.0","3","Berkeley Vale, New South Wales","Berkeley Vale","NSW","2261"
"KDA Build PTY LTD","","(03) 4050 9018","5.0","3","Murrumbeena, Victoria","Murrumbeena","VIC","3163"
"Richard Parsons Constructions","Richard Parsons","(07) 5522 8932","5.0","4","MUDGEERABA, Queensland","MUDGEERABA","QLD","4213"
"Horizon - Residential & Commercial Builders","David MOSES","(02) 9388 1050","5.0","3","Rose Bay, New South Wales","Rose Bay","NSW","2029"
"Bellissimo Homes","John Rocca","(08) 9249 3636","4.8","4","Malaga, Western Australia","Malaga","WA","6090"
"Nineteen 12 Pty Ltd","Jade Caban-Robinson","63888950","4.8","4","Hillarys, Western Australia","Hillarys","WA","6025"
"D Pearce Constructions Pty Ltd","Duayne Pearce","0438 040 980","5.0","3","Brisbane, Queensland","Brisbane","QLD","4020"
"Jemade Design and Construction","Kevin Ryan","0413 243 380","5.0","4","Helensvale, Queensland","Helensvale","QLD","4212"
"Smith & Sons Renovations & Extensions Capalaba","Gerald & Jane","1300 787 577","5.0","4","Brisbane, Queensland","Brisbane","QLD","4157"
"Sassall Group Pty Ltd","Mick Sassall","(02) 4284 5717","5.0","4","Corrimal, New South Wales","Corrimal","NSW","2518"
"Prescom Constructions","Simon Mannah","0415 287 701","5.0","4","Sydney, New South Wales","Sydney","NSW","2226"
"S&K Group","Paul Kegen","(03) 9068 9800","5.0","4","Malvern, Victoria","Malvern","VIC","3144"
"Inspired Residential","Mark Vella","0474 823 376","5.0","4","Claremont Meadows, New South Wales","Claremont Meadows","NSW","2747"
"Demardi","Michael Gagliardi","1300 903 260","5.0","3","Doncaster East, Victoria","Doncaster East","VIC","3109"
"Barbican Construction Group","","0434 103 389","5.0","3","Melbourne, Victoria","Melbourne","VIC","3132"
"Alroy Building and Carpentry","","(07) 3088 9304","5.0","3","Kingscliffe, Queensland","Kingscliffe","QLD","4370"
"Coastal Style Constructions","Brenton Howell","0438 783 321","5.0","4","Mooloolaba, Queensland","Mooloolaba","QLD","4557"
"Horizon - Residential & Commercial Builders","David MOSES","(02) 9388 1050","5.0","3","Rose Bay, New South Wales","Rose Bay","NSW","2029"
"Bellissimo Homes","John Rocca","(08) 9249 3636","4.8","4","Malaga, Western Australia","Malaga","WA","6090"
"Nineteen 12 Pty Ltd","Jade Caban-Robinson","63888950","4.8","4","Hillarys, Western Australia","Hillarys","WA","6025"
"D Pearce Constructions Pty Ltd","Duayne Pearce","0438 040 980","5.0","3","Brisbane, Queensland","Brisbane","QLD","4020"
"Sassall Group Pty Ltd","Mick Sassall","(02) 4284 5717","5.0","4","Corrimal, New South Wales","Corrimal","NSW","2518"
"Busby Homes","","1300 699 688","5.0","4","Fairfield, Victoria","Fairfield","VIC","3078"
"Prescom Constructions","Simon Mannah","0415 287 701","5.0","4","Sydney, New South Wales","Sydney","NSW","2226"
"Durant Building Design Management","Troy Durante","0411 208 601","5.0","4","Gerringong, New South Wales","Gerringong","NSW","2534"
"Elysium Designed","Lisa Gay","0484 633 622","5.0","4","Brisbane, Queensland","Brisbane","QLD","4101"
"Williams Designer Homes Pty Ltd","","(02) 4955 1003","4.8","4","West Wallsend, New South Wales","West Wallsend","NSW","2286"
"Dimona Constructions PTY LTD","Sari Aizik","0409 547 799","5.0","4","Glenhuntly, Victoria","Glenhuntly","VIC","3163"
"Perth Homes Construction WA","Eng Bander","0421 182 174","5.0","4","Kelmscott, Western Australia","Kelmscott","WA","6111"
"Barbican Construction Group","","0434 103 389","5.0","3","Melbourne, Victoria","Melbourne","VIC","3132"
"Alroy Building and Carpentry","","(07) 3088 9304","5.0","3","Kingscliffe, Queensland","Kingscliffe","QLD","4370"
"Olympus Crest","Kon Anastasiou","0409 043 845","5.0","4","Sandringham, Victoria","Sandringham","VIC","3191"
"Tricon Developments Pty Ltd","","(02) 9736 3433","4.3","10","Cabarita, New South Wales","Cabarita","NSW","2137"
"Richard Parsons Constructions","Richard Parsons","(07) 5522 8932","5.0","4","MUDGEERABA, Queensland","MUDGEERABA","QLD","4213"
"Harbourside Homes & Constructions","Harbourside Homes & Constructions Hotondo Homes","(02) 4454 2444","5.0","4","Ulladulla, New South Wales","Ulladulla","NSW","2538"
"Skilbeck Builders","Tracy Skilbeck","0418 102 378","5.0","4","Eastern View, Victoria","Eastern View","VIC","3231"
"Horizon - Residential & Commercial Builders","David MOSES","(02) 9388 1050","5.0","3","Rose Bay, New South Wales","Rose Bay","NSW","2029"
"D Pearce Constructions Pty Ltd","Duayne Pearce","0438 040 980","5.0","3","Brisbane, Queensland","Brisbane","QLD","4020"
"Jemade Design and Construction","Kevin Ryan","0413 243 380","5.0","4","Helensvale, Queensland","Helensvale","QLD","4212"
"Alatalo Bros","Anni Alatalo","(02) 6055 0180","5.0","3","Wodonga, Victoria","Wodonga","VIC","3690"
"Upper Level Living","Angie Chandler","0433 994 504","5.0","4","Brisbane, Queensland","Brisbane","QLD","4306"
"Jaylyn Constructions","Gary Trapnell","0417 604 475","5.0","4","Gold Coast, Queensland","Gold Coast","QLD","2486"
"Alps Constructions Pty Ltd","","0423 955 267","5.0","4","New Beith, Queensland","New Beith","QLD","4124"
"Affinity Designer Homes","","(07) 4051 8866","4.8","4","Cairns, Queensland","Cairns","QLD","4870"
"Building Republic","","0406 493 228","5.0","4","Glen Iris, Victoria","Glen Iris","VIC","3166"
"Barbican Construction Group","","0434 103 389","5.0","3","Melbourne, Victoria","Melbourne","VIC","3132"
"Summerwood Homes","Scott","0409 429 736","5.0","4","Sunshine West, Victoria","Sunshine West","VIC","3020"
"Seachange Builders","Jarrod Dean","0438 231 411","5.0","3","Coolum Beach, Queensland","Coolum Beach","QLD","4573"
"Watershed Building Group","David Hawkes","0433 280 816","5.0","4","Sydney, New South Wales","Sydney","NSW","2099"
"Nouveau Homes","Jonathon Slee","0419 740 551","5.0","3","Morphettville, South Australia","Morphettville","SA","5043"
"Brad Ross Homes","Brad Ross","61408592973","5.0","3","Perth, Western Australia","Perth","WA","6076"
"Martin Locke Homes","","1300 045 044","5.0","3","Townsville, Queensland","Townsville","QLD","4814"
"Manley Homes","Karen Manley","1300 599 995","5.0","4","Kenmore, Queensland","Kenmore","QLD","4069"
"SouthCoast Homes","South Coast Homes","(02) 4296 0120","5.0","5","Shell Cove, New South Wales","Shell Cove","NSW","2529"
"Jason Miles Builder","Jason Miles","0414 683 145","5.0","3","Bulli, New South Wales","Bulli","NSW","2516"
"Hedger Constructions Pty Ltd","Sharon Hedger","(03) 5772 2750","5.0","3","Alexandra, Victoria","Alexandra","VIC","3714"
"BTF Constructions","Brett Filsell","0433 590 645","5.0","3","Grange, South Australia","Grange","SA","5022"
"Monolith Constructions","Brad Moon","(02) 4757 1499","5.0","4","wentworth falls, New South Wales","wentworth falls","NSW","2782"
"Baker Building Group","Scott Baker","0438 138 155","5.0","3","Brighton North, Victoria","Brighton North","VIC","3186"
"Greenstruct","Jonty Smith","0400 056 522","5.0","3","Melbourne, Victoria","Melbourne","VIC","3103"
"Home Renovations Perth","","(08) 9248 6919","5.0","3","Morley, Western Australia","Morley","WA","6062"
"Eco-Essence Homes","Wayne Kelly","(07) 5688 7615","5.0","3","West Burleigh, Queensland","West Burleigh","QLD","4220"
"Kolak Living","Kelly Kolak","0410 799 002","5.0","3","Weston Creek, Australian Capital Territory","Weston Creek","ACT","2611"
"i2 Homes","Ian Hazan","95230655","5.0","3","Caulfield, Victoria","Caulfield","VIC","3161"
"Cassari","","(08) 9203 9006","5.0","3","Subiaco, Western Australia","Subiaco","WA","6008"
"Smith & Sons Renovations & Extensions Dee Why","Justin Burrows","0402 113 442","5.0","3","Dee Why, New South Wales","Dee Why","NSW","2099"
"P J Cook Building","","1300 752 665","4.7","3","West Gosford, New South Wales","West Gosford","NSW","2250"
"A J Corby Constructions Pty Ltd","Andrew","0438 413 436","5.0","3","Bowral, New South Wales","Bowral","NSW","2576"
"McArdle Projects Building","Sam","0433 036 312","5.0","3","Mallala, South Australia","Mallala","SA","5502"
"Grange Residential & Construction","Julia Green","(08) 6141 3292","5.0","3","Perth, Western Australia","Perth","WA","6000"
"Sheridan Building","Jarrod Sheridan","0421 304 096","5.0","3","Moonee Ponds, Victoria","Moonee Ponds","VIC","3039"
"Contour Projects Pty Ltd - Custom Home Builders","Graeme Davis","(08) 9444 5389","5.0","3","Osborne Park, Western Australia","Osborne Park","WA","6017"
"Kinghorn Constructions Pty LTD","Bryan Stokes","0424 936 812","5.0","3","Rosanna, Victoria","Rosanna","VIC","3084"
"CJC Constructions","","0430 173 934","5.0","4","Griffith, Australian Capital Territory","Griffith","ACT","2603"
"Matthew Brady Projects","Matt Brady","0408 875 932","5.0","4","Bucasia, Queensland","Bucasia","QLD","4750"
"SLD Projects","Anne-Maree La Delfa","0419 426 682","5.0","3","Denham Court, New South Wales","Denham Court","NSW","2565"
"Kolak Living","Kelly Kolak","0410 799 002","5.0","3","Weston Creek, Australian Capital Territory","Weston Creek","ACT","2611"
"Danark Constructions","Daniel Clark","(02) 4761 0433","4.7","3","Jamisontown, New South Wales","Jamisontown","NSW","2750"
"Vaughan Building Projects","Michael Vaughan","0413 602 696","5.0","3","Frankston Sth, Victoria","Frankston Sth","VIC","3199"
"Cassari","","(08) 9203 9006","5.0","3","Subiaco, Western Australia","Subiaco","WA","6008"
"Nikal Construction","Bob Mirkovic","1300 677 087","5.0","3","Gold Coast, Queensland","Gold Coast","QLD","4218"
"Webster Homes Pty Ltd","Bruce Webster","(07) 3806 5255","5.0","3","Brisbane, Queensland","Brisbane","QLD","4129"
"TradeBuilt Homes","TradeBuilt Homes","(03) 9070 5712","5.0","3","Mt Waverley, Victoria","Mt Waverley","VIC","3147"
"P J Cook Building","","1300 752 665","4.7","3","West Gosford, New South Wales","West Gosford","NSW","2250"
"JTDODD","Josh Dodd","0417 290 213","5.0","3","Ringwood North, Victoria","Ringwood North","VIC","3134"
"McArdle Projects Building","Sam","0433 036 312","5.0","3","Mallala, South Australia","Mallala","SA","5502"
"Grange Residential & Construction","Julia Green","(08) 6141 3292","5.0","3","Perth, Western Australia","Perth","WA","6000"
"Gold Coast Homes","Gary Hay","0414 833 710","4.7","3","Gold Coast, Queensland","Gold Coast","QLD","4217"
"Abor Developments","Ted Cheng","0412 021 072","5.0","3","Brisbane, Queensland","Brisbane","QLD","4068"
"PJP Homes Pty Ltd","Peter Phair","85217151","5.0","3","Woronora, New South Wales","Woronora","NSW","2232"
"Kinghorn Constructions Pty LTD","Bryan Stokes","0424 936 812","5.0","3","Rosanna, Victoria","Rosanna","VIC","3084"
"Tricon Developments Pty Ltd","","(02) 9736 3433","4.3","10","Cabarita, New South Wales","Cabarita","NSW","2137"
"Watershed Building Group","David Hawkes","0433 280 816","5.0","4","Sydney, New South Wales","Sydney","NSW","2099"
"Haimes Homes","Luke Haimes","38216822","5.0","4","Cleveland, Queensland","Cleveland","QLD","4163"
"Lighthouse Building","Matthew Adams","0414 012 090","5.0","3","Sydney, New South Wales","Sydney","NSW","2000"
"Ridge Master Builders Pty Ltd","Christopher Horsley","0437 105 860","5.0","3","Heidelberg West, Victoria","Heidelberg West","VIC","3081"
"P&G Builders","Peter Gillett","0407 697 845","5.0","3","Canberra, Australian Capital Territory","Canberra","ACT","2601"
"Arden Vale Homes Pty Ltd","Tim Waring","0409 261 815","4.7","3","Toowoomba, Queensland","Toowoomba","QLD","4350"
"Metcalfe Constructions","Kate Gallagher","(07) 4128 2423","5.0","4","Hervey Bay, Queensland","Hervey Bay","QLD","4655"
"Dunsborough Construction","Bruce Siney","97505001","5.0","3","Dunsborough, Western Australia","Dunsborough","WA","6281"
"Shelton Homes","Scott Shelton","0417 961 667","5.0","3","Toowoomba, Queensland","Toowoomba","QLD","4350"
"Alps Constructions Pty Ltd","","0423 955 267","5.0","4","New Beith, Queensland","New Beith","QLD","4124"
"GJ Gardner Homes Sydney North","GJ Gardner Homes Sydney North","(02) 9939 3339","5.0","3","Sydney, New South Wales","Sydney","NSW","2100"
"Wishbone Constructions","Ian Kwok","0423 455 848","5.0","3","Mittagong, New South Wales","Mittagong","NSW","2575"
"Morley Projects","Reece Morley","(07) 2000 4737","5.0","3","Burleigh Heads, Queensland","Burleigh Heads","QLD","4220"
"GPA Builders","George Ayoub","(02) 3813 8868","5.0","3","Burraneer, New South Wales","Burraneer","NSW","2230"
"Nutide Constructions Pty Ltd","Ray Toaldo","0413 998 548","5.0","3","Aspley, Queensland","Aspley","QLD","4034"
"Brendan Schmidt Constructions Pty Ltd","Brendan Schmidt","0408 874 332","5.0","3","Palmview, Queensland","Palmview","QLD","4553"
"GBD Constructions","Geoff Docker","(02) 9997 1823","5.0","3","Mona Vale, New South Wales","Mona Vale","NSW","2103"
"Manuka Blue Pty Ltd","Tremayne Todd","0439 994 419","5.0","3","Hampton","Hampton","","3188"
"Homes4Living","Jason Mangan","0438 427 263","5.0","3","Brisbane, Queensland","Brisbane","QLD","4121"
"Burg Built","Alex Fridburg","0410 503 523","5.0","3","Melbourne, Victoria","Melbourne","VIC","3000"
"Ross Building & Construction","Des Ross","0410 627 162","5.0","3","Narrabeen, New South Wales","Narrabeen","NSW","2101"
"McArdle Projects Building","Sam","0433 036 312","5.0","3","Mallala, South Australia","Mallala","SA","5502"
"Kodiak Projects","Mark Biggs","0405 344 408","5.0","3","Brisbane, Queensland","Brisbane","QLD","4059"
"Majestic Construction Company","","0484 367 480","5.0","3","Katoomba, New South Wales","Katoomba","NSW","2780"
"A Fox Constructions","","0410 691 714","5.0","3","Mitchelton, Queensland","Mitchelton","QLD","4053"
"Ultimo Developments","Solomon Rabinowitz","0414 491 422","5.0","3","Turramurra, New South Wales","Turramurra","NSW","2074"
"Stronghold Hire Scaffolding Services","Craig Pritchard","0415 489 080","5.0","3","Banksmeadow, New South Wales","Banksmeadow","NSW","2019"
"Toto Properties","Toto Properties","0422 648 599","4.7","3","Boronia, Victoria","Boronia","VIC","3155"
"Coast Life Constructions","Rob Williamson","(07) 4847 6741","5.0","3","Varsity lakes, Queensland","Varsity lakes","QLD","4227"
"Element Construction WA Pty Ltd","","(08) 9473 1610","4.7","3","Perth, Western Australia","Perth","WA","6053"
"ProStyle Building Group Pty Ltd","Craig McGovern","(02) 6282 0770","4.2","6","Phillip, Australian Capital Territory","Phillip","ACT","2606"
"PJH Constructions Australia Pty Ltd","Paul Harms","0428 624 734","5.0","3","Gold Caost, Queensland","Gold Caost","QLD","4220"
"Shane Marshall Building Pty Ltd","Shane Marshall","0402 452 865","5.0","3","Atherton, Queensland","Atherton","QLD","4883"
"Manuka Blue Pty Ltd","Tremayne Todd","0439 994 419","5.0","3","Hampton","Hampton","","3188"
"Austurban Homes","Kris McGillivray","(08) 9244 2288","4.3","3","Osborne Park, Western Australia","Osborne Park","WA","6017"
"Smith & Sons Doncaster","Matthew Braby","1300 787 577","4.7","3","Eltham, Victoria","Eltham","VIC","3095"
"Sherbrooke Design and Construction","","(03) 9594 8400","4.3","3","Mount Waverley, Victoria","Mount Waverley","VIC","3149"
"MOJO Homes","MOJO Homes","1300 006 656","4.0","3","Baulkham Hills, New South Wales","Baulkham Hills","NSW","2153"
"Hometec Industries Pty Ltd","Peter Di Iorio","(03) 9704 3600","5.0","3","Narre Warren, Victoria","Narre Warren","VIC","3805"
"Kurrajong Steel Homes Pty Ltd","Kurrajong Steel Homes","38250222","4.2","5","Cleveland, Queensland","Cleveland","QLD","4163"
"Jim Wilson Constructions","Jim Wilson","0414 891 806","5.0","3","Belrose, New South Wales","Belrose","NSW","2085"
"Adam Montefiore Contructions","Adam Montefiore","0437 115 295","5.0","3","Newcastle, New South Wales","Newcastle","NSW","2291"
"Ethics Construction","","0433 874 609","4.7","3","Canberra, Australian Capital Territory","Canberra","ACT","2914"
"Refresh Renovations Illawarra Cinzia Gagliardi","Cinzia Gagliardi","1800 931 816","4.3","3","Mount Pleasant, New South Wales","Mount Pleasant","NSW","2519"
"Howden Homes","Shane Howden","0419 303 549","4.0","8","Geelong West, Victoria","Geelong West","VIC","3218"
"Platinum Building Group","Platinum Building Group","0408 399 321","3.7","3","Melbourne, Victoria","Melbourne","VIC","3000"
"Craftman Design and Construct","joshua kuba","0418 644 354","3.8","4","sydney, New South Wales","sydney","NSW","2065"
"McLachlan Homes","McLachlan Homes","(07) 5498 9866","3.6","5","Morayfield, Queensland","Morayfield","QLD","4506"
"CVA Constructions Pty Ltd","CVA Constructions Pty Ltd","(02) 9534 1718","4.0","4","PEAKHURST, New South Wales","PEAKHURST","NSW","2210"
"Amrock Homes Pty Ltd","John Martin","(07) 2000 4747","5.0","1","Bli Bli, Queensland","Bli Bli","QLD","4560"
"Futureflip","","0433 054 677","0.0","0","Sydney, New South Wales","Sydney","NSW","2229"
"Imperium Glass Group Pty Ltd","Sales","(07) 3067 7000","4.0","3","Ormeau, Queensland","Ormeau","QLD","4208"
"Limitless Building","","(08) 6401 6346","5.0","1","Perth, Western Australia","Perth","WA","6000"
"Toscano Constructions","Toscano","1300 937 989","5.0","1","Brisbane, Queensland","Brisbane","QLD","4151"
"Finnes Building Group","Stuart Innes","(03) 6145 0079","0.0","0","Melbourne, Victoria","Melbourne","VIC","3018"
"Allchin Builders","","0408 275 524","0.0","0","Warragul, Victoria","Warragul","VIC","3820"
"Build Theory","","0428 255 956","0.0","0","Blackwood, South Australia","Blackwood","SA","5051"
"DB Build","Daniel Boots","0413 991 306","0.0","0","Mermaid Waters, Queensland","Mermaid Waters","QLD","4218"
"SFN Constructions","","(02) 9550 0911","5.0","1","Leichhardt, New South Wales","Leichhardt","NSW","2040"
